id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
857981934159027424,https://www.airbnb.com/rooms/857981934159027424,20240506232017,2024-05-06,city scrape,Updated Historic Brownstone Apt.,"Relax in a newly renovated one bedroom/one bathroom apartment located on the 2nd floor of a charming brownstone building. It features lofty ceilings with beautiful architecture and a newly updated kitchen. Conveniently located to the Palace Theater, Capitol Rep Theater, Times Union Center and the Empire State Plaza. This rental is in walking distance to many popular eateries, bars, and more to explore! Laundry on Site for Long-Term Stays",Typical urban/city environment. Some urban noises such as sirens police cars and traffic noise. Very convenient,https://a0.muscache.com/pictures/miso/Hosting-857981934159027424/original/4f02f91d-9e9e-4ebd-9355-d829719a8ff5.jpeg,60293220,https://www.airbnb.com/users/show/60293220,David,2016-02-24,"Latham, NY","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/7565f399-7df6-4497-8893-9c41faac79ea.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7565f399-7df6-4497-8893-9c41faac79ea.jpg?aki_policy=profile_x_medium,Ten Broeck Triangle,3,3,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,THIRD WARD,,42.65817,-73.74935,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Freezer"", ""Hangers"", ""Bathtub"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Wifi"", ""Lockbox"", ""Central heating"", ""Single oven"", ""Coffee maker: drip coffee maker"", ""Shampoo"", ""Body soap"", ""Portable fans"", ""Fire extinguisher"", ""First aid kit"", ""Microwave"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Toaster"", ""42 inch TV with Amazon Prime Video, Hulu, Netflix, Roku"", ""Dedicated workspace"", ""Smoke alarm"", ""Kitchen"", ""Extra pillows and blankets"", ""Self check-in"", ""Long term stays allowed"", ""Cooking basics"", ""Essentials"", ""Gas stove"", ""Wine glasses"", ""Refrigerator"", ""Laundromat nearby"", ""Hot water kettle"", ""Window AC unit"", ""Carbon monoxide alarm"", ""Clothing storage: closet and dresser"", ""Free washer \u2013 In building"", ""Cleaning products"", ""Cleaning available during stay"", ""Free parking on premises""]",$93.00,3,365,3,4,365,365,3.7,365.0,,t,15,39,40,311,2024-05-06,12,12,0,2023-05-24,2024-03-26,4.75,4.83,4.83,4.92,4.92,4.67,4.83,,f,3,3,0,0,1.03
870292500281763717,https://www.airbnb.com/rooms/870292500281763717,20240506232017,2024-05-06,city scrape,A Charming  Quiet Unit in a Two-Family House,"Welcome to Our Airbnb!Our place is on the first floor and offers a comfortable place to stay.We provide free Wi-Fi and laundry facilities to make you feel welcome home.<br /><br />Our location is close to hot spots such as Crossgate Mall and Coloine Center, as well as restaurants and parks.Free parking is available, making it easy to explore all parts of the city.<br /><br />Our goal is to make your trip comfortable, safe and enjoyable, and to provide you with a wonderful travel experience.Thank you for choosing us as your Airbnb host, and we look forward to hosting you!",Crossgates Mall - 这是一个大型购物中心，有很多品牌店和美食选择，适合购物和用餐。<br />Colonie Center - 另一个购物中心，里面有许多商店和电影院，是一个消磨时间的好去处。<br />Washington Park - 这是一个美丽的公园，适合步行、跑步、野餐、放松和享受自然风光。<br />New York State Museum - 这个博物馆展示了纽约州的历史和文化，是一个了解当地历史和文化的好地方。<br />Empire State Plaza - 这是纽约州政府的行政中心，里面有很多有趣的建筑和公共艺术，适合拍照和观光。<br />希望这些推荐能帮助您规划好您的旅行日程！,https://a0.muscache.com/pictures/miso/Hosting-870292500281763717/original/7dc87c61-b496-450a-85fe-601cd32a95e1.jpeg,510191554,https://www.airbnb.com/users/show/510191554,He,2023-04-15,,"",N/A,N/A,98%,f,https://a0.muscache.com/im/pictures/user/7946867f-b402-4b7a-a3c8-1d8ef87d632d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7946867f-b402-4b7a-a3c8-1d8ef87d632d.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,Neighborhood highlights,FOURTEENTH WARD,,42.66947,-73.81607,Entire rental unit,Entire home/apt,4,1.0,1 bath,1,2,"[""Clothing storage: closet"", ""Freezer"", ""Hangers"", ""Pets allowed"", ""Bathtub"", ""Bed linens"", ""Air conditioning"", ""Dishes and silverware"", ""Rice maker"", ""Wifi"", ""Safe"", ""Central heating"", ""Coffee maker: drip coffee maker"", ""Shampoo"", ""Portable fans"", ""Fire extinguisher"", ""Host greets you"", ""Microwave"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Toaster"", ""Bread maker"", ""Drying rack for clothing"", ""Washer"", ""Smoke alarm"", ""Kitchen"", ""Extra pillows and blankets"", ""TV"", ""Conditioner"", ""Long term stays allowed"", ""Cooking basics"", ""Essentials"", ""Wine glasses"", ""Refrigerator"", ""Baking sheet"", ""Private backyard"", ""Ceiling fan"", ""Blender"", ""Ethernet connection"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Induction stove"", ""Dining table"", ""Private entrance"", ""Cleaning products"", ""Shower gel"", ""Free parking on premises""]",$79.00,1,29,1,1,1125,1125,1.0,1125.0,,t,0,0,25,25,2024-05-06,48,43,0,2023-04-19,2023-12-17,4.63,4.75,4.67,4.75,4.77,4.75,4.63,,f,1,1,0,0,3.75
870457209918967324,https://www.airbnb.com/rooms/870457209918967324,20240506232017,2024-05-06,city scrape,Quiet Room Near Everything,"Keep it simple in this peaceful and centrally-located room in the Buckingham Lake neighborhood. Less than 10 minutes from downtown and less than 2 miles from 2 major hospitals. The room has a private en suite bathroom, a comfy bed, and a balcony you can use. You can make use of the kitchen and the laundry is located in the basement. A CVS, pizza place and Dunkin donuts are within a 7-minute walk. A great bagel shop is a 4 minutes drive or a 15-minute walk away.",,https://a0.muscache.com/pictures/miso/Hosting-870457209918967324/original/af88955d-ec56-4cb5-9cf3-c563490e7935.jpeg,177073982,https://www.airbnb.com/users/show/177073982,Cristian,2018-03-06,"Albany, NY","Techie and Returned Peace Corps Volunteer who enjoys eating all sorts of foods, traveling, and spending time with family.  During my free time, you can find me working on some side projects, running, and trying to relax and not drink too much coffee. 

Favorite Countries Traveled: Guatemala and Ecuador

Favorite Dishes:  Beef soup and Kimchi stew

Favorite Quote: ""If you don’t risk anything, you risk even more."" - Erica Jong",within an hour,100%,53%,t,https://a0.muscache.com/im/pictures/user/0878467a-9a01-443e-a440-31c76bc98953.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0878467a-9a01-443e-a440-31c76bc98953.jpg?aki_policy=profile_x_medium,New Scotland,2,2,"['email', 'phone']",t,t,,FOURTEENTH WARD,,42.66128,-73.80548,Private room in home,Private room,1,1.0,1 private bath,1,0,"[""Heating"", ""Clothing storage: closet"", ""Freezer"", ""Hangers"", ""Bed linens"", ""Air conditioning"", ""Dishes and silverware"", ""Wifi"", ""Shampoo"", ""Body soap"", ""Fire extinguisher"", ""First aid kit"", ""Dishwasher"", ""Host greets you"", ""Microwave"", ""Coffee"", ""Hot water"", ""Electric stove"", ""Toaster"", ""Kitchen"", ""Washer"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Coffee maker: Keurig coffee machine"", ""TV"", ""Cooking basics"", ""Essentials"", ""Refrigerator"", ""Dryer"", ""Blender"", ""Carbon monoxide alarm"", ""Dining table"", ""Lock on bedroom door"", ""Cleaning products"", ""Rice maker"", ""Free parking on premises""]",$55.00,3,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,125,2024-05-06,4,4,0,2023-10-01,2024-03-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,2,0,2,0,0.55
879054943124868639,https://www.airbnb.com/rooms/879054943124868639,20240506232017,2024-05-06,city scrape,Hot tub + close to everything!,"Private bathroom for you with shower. Designer home. Close to everything. Comfy and bright and great neighborhood on dead end street. Saratoga 30 minutes north-easy access to highway, to airport, to St Peter’s Hospital and Albany Medical Center. 12 pound Pomeranian dog Zara lives here too. We’re easy going and happy to accommodate.",,https://a0.muscache.com/pictures/miso/Hosting-879054943124868639/original/052b16e8-a768-4937-a978-3ec234c7d36c.jpeg,24423279,https://www.airbnb.com/users/show/24423279,Leslie,2014-12-02,"Albany, NY",CEO of food addiction program,N/A,N/A,60%,f,https://a0.muscache.com/im/pictures/user/User-24423279/original/64e43ec5-545d-43b4-8ad8-e6def1b0aa18.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-24423279/original/64e43ec5-545d-43b4-8ad8-e6def1b0aa18.jpeg?aki_policy=profile_x_medium,New Scotland,1,2,"['email', 'phone', 'work_email']",t,t,,FOURTEENTH WARD,,42.66065,-73.80439,Private room in home,Private room,2,7.0,7 shared baths,1,1,"[""Freezer"", ""Dishes and silverware"", ""Air conditioning"", ""Record player"", ""Shared hot tub"", ""Iron"", ""Wifi"", ""Central heating"", ""Shampoo"", ""Free street parking"", ""Fire extinguisher"", ""Dishwasher"", ""Radiant heating"", ""Microwave"", ""Hot water"", ""Toaster"", ""Dedicated workspace"", ""Kitchen"", ""Smoke alarm"", ""Drying rack for clothing"", ""Piano"", ""Washer"", ""Outdoor furniture"", ""TV"", ""Long term stays allowed"", ""Standard  single oven"", ""Wine glasses"", ""Refrigerator"", ""Hot water kettle"", ""Outdoor dining area"", ""Single level home"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Free dryer \u2013 In building"", ""Dining table"", ""Private entrance"", ""Indoor fireplace"", ""Coffee maker"", ""Shower gel"", ""Free parking on premises""]",$169.00,7,180,7,7,180,180,7.0,180.0,,t,23,53,83,263,2024-05-06,0,0,0,,,,,,,,,,,f,1,0,1,0,
880290989870286099,https://www.airbnb.com/rooms/880290989870286099,20240506232017,2024-05-06,city scrape,Spacious 3BR with 2BA & Laundry,"Welcome to our beautiful 3-bedroom, 2-full bathroom home with laundry in the unit! With modern furnishings, comfortable beds, and all the amenities you need, this space is perfect for families, groups of friends, or business travelers. Located in the uptown Manning Boulevard neighborhood, you'll be just a short drive away from local attractions and delicious restaurants. Whether you're here for work or play, this home will provide you with a comfortable and convenient stay!",,https://a0.muscache.com/pictures/94edcf5a-0cfb-4968-a136-6cfe8432a083.jpg,49372011,https://www.airbnb.com/users/show/49372011,Phil,2015-11-18,,"",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/41becb72-278f-4d29-82bc-a4794d33a7c5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/41becb72-278f-4d29-82bc-a4794d33a7c5.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,,ELEVENTH WARD,,42.67355,-73.78496,Entire rental unit,Entire home/apt,7,2.0,2 baths,3,3,"[""Smoke alarm"", ""Exterior security cameras on property"", ""First aid kit"", ""Fire extinguisher"", ""TV"", ""Self check-in"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Wifi"", ""Keypad"", ""Kitchen"", ""Washer""]",$175.00,2,365,2,2,1125,1125,2.0,1125.0,,t,25,55,85,175,2024-05-06,19,19,0,2023-05-14,2024-01-26,4.84,4.95,4.95,4.84,5.0,4.42,4.63,,f,2,2,0,0,1.59
881231954286264195,https://www.airbnb.com/rooms/881231954286264195,20240506232017,2024-05-06,city scrape,Exposed Brick with Park Views,Perfect location with exposed brick 1 bedroom apartment located in the heart of Albany across Washington park minutes from Albany Med or state offices. Close to many restaurants and bars.,,https://a0.muscache.com/pictures/miso/Hosting-881231954286264195/original/380492d9-33e0-4ab7-9b18-1c688b12bd29.jpeg,37769478,https://www.airbnb.com/users/show/37769478,Erion,2015-07-07,"Albany, NY",Hello just a traveler who loves to enjoy others living space and learn about their culture as I share my space and culture with others. ,within an hour,98%,99%,t,https://a0.muscache.com/im/pictures/user/19024941-bf47-4590-ad50-81973610b5b5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/19024941-bf47-4590-ad50-81973610b5b5.jpg?aki_policy=profile_x_medium,Pine Hills,11,11,"['email', 'phone']",t,t,,SIXTH WARD,,42.65379,-73.76901,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Smoke alarm"", ""First aid kit"", ""Fire extinguisher"", ""Heating"", ""TV"", ""Self check-in"", ""Cooking basics"", ""Kitchen"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Smart lock"", ""Iron"", ""Wifi"", ""Dedicated workspace""]",$89.00,1,1125,1,1,1,1125,1.0,1119.8,,t,0,0,3,278,2024-05-06,8,6,0,2023-05-02,2023-06-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,9,9,0,0,0.65
882229561343619620,https://www.airbnb.com/rooms/882229561343619620,20240506232017,2024-05-06,city scrape,Modern / Downtown Albany 1 BR APT,"The Rose Haven space<br /><br />Welcome to The Rose Haven Apartment! This unique oasis is nestled in the heart of the City of Albany, New York, offering a perfect location near Historic Washington Park. It promises a secluded romantic getaway immersed in the dreamy natural ambiance of Washington Park. <br /><br />Once you are ready to rest and relax, retreat to the lovely bedroom, where you can recharge after an exciting day of adventuring throughout the City of Albany.","Welcome to The Rose Haven Apartment! This unique oasis is nestled in the heart of the City of Albany, New York, offering a perfect location near Historic Washington Park. It promises a secluded romantic getaway immersed in the dreamy natural ambiance of Washington Park. <br />Historic Washington Park is a hub of activity all year, including the Tulip Festival each spring, live theater performances at the open-air Park Playhouse in summer, and ice skating on Washington Park Lake in winter.<br /><br />The Rose Haven space<br />As soon as you enter the beautiful apartment unit, you're welcomed by a very stylish yet highly comfortable open concept living area. It is designed and furnished with numerous modern and comfy amenities that span throughout the entire interior of this apartment unit.<br /><br />The kitchen is fully equipped and the dining area open onto the relaxing living room, setting the stage for many memorable evenings. Sun shines through large wood frame windows throughout t",https://a0.muscache.com/pictures/miso/Hosting-882229561343619620/original/9c641dc1-6e86-426c-aaff-2f9294500d2f.jpeg,512736975,https://www.airbnb.com/users/show/512736975,Miguelino,2023-05-02,,"",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/bcb1c75c-dd1a-4e89-a4ec-e33fd81361c2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bcb1c75c-dd1a-4e89-a4ec-e33fd81361c2.jpg?aki_policy=profile_x_medium,Washington Park,1,1,"['email', 'phone']",t,t,Neighborhood highlights,TENTH WARD,,42.6599733,-73.7747433,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,1,"[""Smoke alarm"", ""Exterior security cameras on property"", ""First aid kit"", ""Fire extinguisher"", ""Heating"", ""TV"", ""Self check-in"", ""Cooking basics"", ""Backyard"", ""Kitchen"", ""Dishes and silverware"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Refrigerator"", ""Iron"", ""Wifi"", ""Smart lock"", ""Coffee maker"", ""Dedicated workspace""]",$79.00,2,60,2,2,1125,1125,2.0,1125.0,,t,7,34,62,152,2024-05-06,41,41,2,2023-05-18,2024-05-05,4.8,4.9,4.95,4.85,4.93,4.63,4.63,,f,1,1,0,0,3.46
887167811237271928,https://www.airbnb.com/rooms/887167811237271928,20240506232017,2024-05-06,city scrape,The Comfort II,Your family will be close to everything when you stay at this centrally-located place.,,https://a0.muscache.com/pictures/5b7af4a0-1466-446b-8e19-0c8b865e7d1e.jpg,459472925,https://www.airbnb.com/users/show/459472925,Gabriel,2022-05-16,,"",within a few hours,100%,72%,t,https://a0.muscache.com/im/pictures/user/User-459472925/original/3f898237-4faa-45f2-9c5a-0208f2d6190b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-459472925/original/3f898237-4faa-45f2-9c5a-0208f2d6190b.jpeg?aki_policy=profile_x_medium,West Hill,2,2,['phone'],t,t,,THIRD WARD,,42.66246,-73.76576,Private room in rental unit,Private room,1,1.0,1 shared bath,1,0,"[""Hangers"", ""Bed linens"", ""Air conditioning"", ""Heating - split type ductless system"", ""Dishes and silverware"", ""Trash compactor"", ""Iron"", ""Wifi"", ""Shampoo"", ""Fire extinguisher"", ""Coffee maker: pour-over coffee"", ""Microwave"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Toaster"", ""Dedicated workspace"", ""Washer"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Kitchen"", ""Self check-in"", ""TV"", ""Cooking basics"", ""Clothing storage: walk-in closet"", ""Essentials"", ""Wine glasses"", ""Refrigerator"", ""Ceiling fan"", ""Free dryer"", ""Blender"", ""Ethernet connection"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Smart lock"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Shower gel"", ""Free parking on premises""]",$45.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,29,59,89,364,2024-05-06,17,17,1,2023-06-06,2024-04-16,4.71,4.71,4.65,4.88,5.0,4.06,4.65,,f,2,0,2,0,1.52
887179061681202083,https://www.airbnb.com/rooms/887179061681202083,20240506232017,2024-05-06,city scrape,The Comfort,"Comfortable home, away from home.",,https://a0.muscache.com/pictures/f4056597-45d8-4065-9a86-0a4031d7c300.jpg,459472925,https://www.airbnb.com/users/show/459472925,Gabriel,2022-05-16,,"",within a few hours,100%,72%,t,https://a0.muscache.com/im/pictures/user/User-459472925/original/3f898237-4faa-45f2-9c5a-0208f2d6190b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-459472925/original/3f898237-4faa-45f2-9c5a-0208f2d6190b.jpeg?aki_policy=profile_x_medium,West Hill,2,2,['phone'],t,t,,THIRD WARD,,42.6628771,-73.76534029999999,Private room in rental unit,Private room,2,1.5,1.5 baths,1,1,"[""Hangers"", ""Bathtub"", ""Bed linens"", ""Air conditioning"", ""Heating - split type ductless system"", ""Iron"", ""Wifi"", ""Mini fridge"", ""First aid kit"", ""Fire extinguisher"", ""Microwave"", ""Hot tub"", ""Gym"", ""Hot water"", ""Dedicated workspace"", ""Kitchen"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Washer"", ""Self check-in"", ""TV"", ""Cooking basics"", ""Exercise equipment"", ""Dryer"", ""Carbon monoxide alarm"", ""Smart lock"", ""Lock on bedroom door""]",$45.00,1,365,1,1,365,365,1.0,365.0,,t,12,42,72,347,2024-05-06,13,13,0,2023-05-19,2024-03-07,4.85,4.92,4.69,5.0,4.92,4.46,4.92,,f,2,0,2,0,1.10
888859204851381094,https://www.airbnb.com/rooms/888859204851381094,20240506232017,2024-05-06,city scrape,Downtown Albany Apartment: Walkable Location!,"Days of exploring will be yours when you book this Albany apartment! Located downtown, this 2-bedroom, 1-bathroom vacation rental offers comfort and convenience for families and friend groups alike. With attractions like the Palace Theatre within walking distance, you can explore to your heart’s content at your own convenience! Take your own tour of the city to experience iconic destinations like the Albany Institute of History & Art and the New York State Museum.","DOWNTOWN DESTINATIONS: Albany Institute of History & Art (0.6 miles), Albany Convention Center (0.7 miles), MVP Arena (0.7 miles), New York State Capitol (0.7 miles), N Pearl Street (1 mile), The Egg (2 miles), Empire State Plaza (2 miles), University at Albany (5 miles)  <br />ARTS, HISTORY & CULTURE: Ten Broeck Mansion (0.1 miles), Palace Theatre (0.3 miles), Irish American Heritage Museum (0.4 miles), New York State Museum (1 mile), USS Slater (1 mile) <br />OPT OUTSIDE: West Capitol Park (0.7 miles), Corning Preserve (1 mile), Jennings Landing (1 mile), Washington Park (2 miles), Lincoln Park (2 miles), Albany Pine Bush Preserve (10 miles) <br />AIRPORT: Albany International Airport (10 miles)",https://a0.muscache.com/pictures/prohost-api/Hosting-888859204851381094/original/76c30a2a-d3ef-4e5e-86ff-518ba831278e.jpeg,121680792,https://www.airbnb.com/users/show/121680792,Evolve,2017-03-20,United States,"Hi! We’re Evolve, the hospitality team that helps you rest easy when you rent a private, professionally cleaned home from us.

We promise your rental will be clean, safe, and true to what you saw on Airbnb or we'll make it right. Check-ins are always smooth, and we're here 24/7 to answer any questions or help you find the perfect property.",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/User-121680792/original/62151d0c-7ad7-4639-bc42-20b0320d302e.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-121680792/original/62151d0c-7ad7-4639-bc42-20b0320d302e.png?aki_policy=profile_x_medium,Highland Lakes,1178,2181,"['email', 'phone']",t,t,Neighborhood highlights,THIRD WARD,,42.6573,-73.7521,Entire rental unit,Entire home/apt,5,1.0,1 bath,2,3,"[""Heating"", ""Hangers"", ""Bathtub"", ""Bed linens"", ""Air conditioning"", ""Dishes and silverware"", ""Iron"", ""Wifi"", ""Clothing storage"", ""Shampoo"", ""First aid kit"", ""Fire extinguisher"", ""Dishwasher"", ""Board games"", ""Microwave"", ""Hot water"", ""Hair dryer"", ""Toaster"", ""High chair"", ""Washer"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Kitchen"", ""Oven"", ""TV"", ""Long term stays allowed"", ""Self check-in"", ""Cooking basics"", ""Essentials"", ""Refrigerator"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""Carbon monoxide alarm"", ""Dining table"", ""Private entrance"", ""Smart lock"", ""Indoor fireplace"", ""Coffee maker"", ""Free parking on premises""]",$101.00,2,1125,2,3,1125,1125,2.1,1125.0,,t,26,53,76,351,2024-05-06,9,9,0,2023-05-21,2024-03-31,4.89,4.89,5.0,4.89,4.89,4.78,4.67,,t,4,4,0,0,0.77
897797666103863249,https://www.airbnb.com/rooms/897797666103863249,20240506232017,2024-05-06,city scrape,2 Bedroom in quiet neighborhood,"Introducing our stunning 2 bedroom apartment with new appliances, newly furnished interiors, and a recent renovation. This elegant living space offers modern comfort and style, featuring a spacious living room with contemporary furniture and abundant natural light. The kitchen has modern stainless steel appliances and all amenities needed for a short stay. The bedrooms provide a tranquil retreat with plush beds and ample storage. This unit comes with 1 parking space and plenty of street parking.",,https://a0.muscache.com/pictures/miso/Hosting-897797666103863249/original/4cc14ddc-2b7e-4504-a121-05484e761372.jpeg,37769478,https://www.airbnb.com/users/show/37769478,Erion,2015-07-07,"Albany, NY",Hello just a traveler who loves to enjoy others living space and learn about their culture as I share my space and culture with others. ,within an hour,98%,99%,t,https://a0.muscache.com/im/pictures/user/19024941-bf47-4590-ad50-81973610b5b5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/19024941-bf47-4590-ad50-81973610b5b5.jpg?aki_policy=profile_x_medium,Pine Hills,11,11,"['email', 'phone']",t,t,,TENTH WARD,,42.66215778253739,-73.79234533756971,Entire home,Entire home/apt,4,1.0,1 bath,2,2,"[""Smoke alarm"", ""First aid kit"", ""Self check-in"", ""TV"", ""Heating"", ""Cooking basics"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Free washer \u2013 In building"", ""Hair dryer"", ""Iron"", ""Wifi"", ""Smart lock"", ""Kitchen"", ""Free parking on premises""]",$100.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,22,52,82,357,2024-05-06,18,18,2,2023-06-18,2024-04-21,5.0,4.94,4.94,5.0,4.94,4.89,4.78,,f,9,9,0,0,1.67
898743867240851780,https://www.airbnb.com/rooms/898743867240851780,20240506232017,2024-05-06,city scrape,"Airy 5Br-2Ba, Kids Rm, 6TVs, Pvt yard & Parking!","Whatever brings you to Albany, New York – wish to explore the city, just have a good time and enjoy nightlife, cultural events, sporting events, visiting university, business, or any other reason, the location of this traditional colonial home is designed comfortably for your stay. <br />Guests have private access to the entire house (excluding the basement and attic), as well as free WiFi, free parking on premises that can accommodate at least 2 cars, full use of your own washing machine and dryer.",,https://a0.muscache.com/pictures/miso/Hosting-898743867240851780/original/f7f36ab1-5b71-494f-b846-8f976b61d25c.jpeg,516414095,https://www.airbnb.com/users/show/516414095,Rashawn,2023-05-24,"Albany, NY","",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/User-516414095/original/48407829-fe41-424b-a5ee-aa22cab6cdff.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-516414095/original/48407829-fe41-424b-a5ee-aa22cab6cdff.jpeg?aki_policy=profile_x_medium,Pine Hills,2,2,"['email', 'phone']",t,t,,TENTH WARD,,42.66087,-73.78655,Entire home,Entire home/apt,11,2.0,2 baths,5,6,"[""Private backyard \u2013 Fully fenced"", ""Hangers"", ""Pets allowed"", ""Bed linens"", ""Air conditioning"", ""Dishes and silverware"", ""Private patio or balcony"", ""Iron"", ""Wifi"", ""Lockbox"", ""Central heating"", ""Single oven"", ""Shampoo"", ""Body soap"", ""Fire extinguisher"", ""First aid kit"", ""Dishwasher"", ""Coffee maker"", ""Microwave"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Dedicated workspace"", ""Kitchen"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Self check-in"", ""Long term stays allowed"", ""Conditioner"", ""Cooking basics"", ""Essentials"", ""Gas stove"", ""Refrigerator"", ""Ceiling fan"", ""Children\u2019s books and toys for ages 5-10 years old and 10+ years old"", ""Ethernet connection"", ""Children's playroom"", ""50 inch HDTV with HBO Max, Disney+, Apple TV, Hulu, standard cable, Roku, Netflix"", ""Carbon monoxide alarm"", ""Free dryer \u2013 In building"", ""Clothing storage: closet and dresser"", ""Dining table"", ""Free washer \u2013 In building"", ""Private entrance"", ""Cleaning products"", ""Free parking on premises""]",$181.00,2,90,1,2,1125,1125,1.3,1125.0,,t,19,43,59,145,2024-05-06,35,35,2,2023-06-19,2024-04-21,4.86,4.83,4.8,4.94,4.97,4.71,4.89,,f,1,1,0,0,3.25
